model,asset,variant,n_cal,n_original_test,gap,memory_proxy,rho,qV,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Lag-Llama,GBPUSD,Full proxy,3780,1621,517,512,0.1238553374035731,0.0038322324321658306,1104,13,0.01177536231884058,0.5641618720552612,0.577619383073462,0.7251881472887359,0.3325491936053151,0.3100990949818083,0.00020361846202880915,0.015769439876913944,Green
GJR-GARCH,GBPUSD,Contiguous,3964,1699,0,250,0.26678309145937873,0.0017210491405558106,1699,21,0.012360211889346674,0.3456771759926859,0.46831332193260444,0.4928217004458074,0.8892627421297821,0.5259529233437945,0.00018538954696130077,0.0137196430887419,Green
GJR-GARCH,GBPUSD,Logarithmic,3964,1699,7,250,0.26678309145937873,0.0017210491405558106,1692,21,0.012411347517730497,0.33667770128672714,0.4673824605508171,0.48403432900156773,0.9230412617765982,0.5281576324065327,0.0001856799271339364,0.013724086844835087,Green
GJR-GARCH,GBPUSD,Full proxy,3964,1699,257,250,0.26678309145937873,0.0017210491405558106,1442,19,0.013176144244105409,0.24774457164356267,0.47611418865088195,0.39777683256750296,1.335977613981731,0.5077506923250326,0.0001687734671810419,0.013226217912396143,Green
GJR-GARCH-t,GBPUSD,Contiguous,3964,1699,0,250,0.39347939751895833,0.0009360240928770434,1699,20,0.011771630370806356,0.47527602728408025,0.23292871018802058,0.38049380695030405,0.509683202898568,1.4228875528937408,0.00018550631076193165,0.01373201734227872,Green
GJR-GARCH-t,GBPUSD,Logarithmic,3964,1699,10,250,0.39347939751895833,0.0009360240928770434,1689,20,0.011841326228537596,0.4598705712869594,0.23445134567360795,0.37533735393926004,0.546209667127882,1.413650426700201,0.00018594248291535747,0.013735995698709598,Green
GJR-GARCH-t,GBPUSD,Full proxy,3964,1699,260,250,0.39347939751895833,0.0009360240928770434,1439,18,0.01250868658790827,0.35730816935220633,0.2206537743601924,0.3092135292401038,0.8473321055998353,1.5001143095968814,0.0001695185465422685,0.013086883736628292,Green
GARCH-N,GBPUSD,Contiguous,3964,1699,0,250,0.32256829516257585,0.001961879129563495,1699,17,0.010005885815185403,0.9980547152439989,0.5576159950453343,0.8420403216121591,5.944113651439736e-06,0.34384881185829386,0.00018274096488884962,0.014049525822843485,Green
GARCH-N,GBPUSD,Logarithmic,3964,1699,9,250,0.32256829516257585,0.001961879129563495,1690,17,0.010059171597633136,0.980514444049052,0.5565575579699391,0.8410130239721241,0.0005965293725270215,0.3456997363003609,0.00018310523188650325,0.014054198068553715,Green
GARCH-N,GBPUSD,Full proxy,3964,1699,259,250,0.32256829516257585,0.001961879129563495,1440,15,0.010416666666666666,0.8745855475217454,0.5740111232449281,0.8432728243553107,0.024912396295138306,0.3160170802631228,0.00016860490037725473,0.013578785653547747,Green
Hist-Sim,GBPUSD,Contiguous,3964,1699,0,250,0.4468333691851312,0.0014181250780124811,1699,14,0.00824014125956445,0.45208504290391327,0.10259752915004197,0.19887939221733786,0.5654190123464655,2.6646944021564707,0.00018979224026641518,0.014365624427248634,Green
Hist-Sim,GBPUSD,Logarithmic,3964,1699,12,250,0.4468333691851312,0.0014181250780124811,1687,14,0.008298755186721992,0.4693519813461198,0.10342319828682221,0.20439032499031085,0.5235011945258341,2.65194631643368,0.00019027729032848045,0.014375174717515168,Green
Hist-Sim,GBPUSD,Full proxy,3964,1699,262,250,0.4468333691851312,0.0014181250780124811,1437,11,0.007654836464857342,0.3513616637452974,0.07034718343774066,0.1259693041339707,0.8685333349067959,3.2749007044826044,0.0001720132967246001,0.014132929002769485,Green
EWMA,GBPUSD,Contiguous,3964,1699,0,600,0.3946096153912154,0.001980456303794875,1699,17,0.010005885815185403,0.9980547152439989,0.5576159950453343,0.8420403216121591,5.944113651439736e-06,0.34384881185829386,0.0001835692477056823,0.01395719005774429,Green
EWMA,GBPUSD,Logarithmic,3964,1699,10,600,0.3946096153912154,0.001980456303794875,1689,17,0.010065127294256957,0.9785620906402891,0.5564394870486615,0.8408732397650783,0.0007220865663563336,0.3459066253851688,0.00018399133663711417,0.013962240133545285,Green
EWMA,GBPUSD,Full proxy,3964,1699,610,600,0.3946096153912154,0.001980456303794875,1089,9,0.008264462809917356,0.5529014634977385,0.6984008806387119,0.7779112586565939,0.352144890865858,0.15014075859988907,0.0001697961065020924,0.01375487824457802,Green
Moirai-1.1,GDAXI,Contiguous,4379,1878,0,512,0.20191734258051858,0.0026189098706347457,1878,23,0.012247071352502662,0.3444318531660159,0.4499917370755451,0.4808166593489295,0.8938658193901823,0.5706726748761923,0.0004778257722916592,0.03248684379493573,Green
Moirai-1.1,GDAXI,Logarithmic,4379,1878,6,512,0.20191734258051858,0.0026189098706347457,1872,23,0.012286324786324786,0.33711493631291267,0.44925705055799414,0.4738099914261322,0.9213721954893597,0.5725256037584074,0.00047845232539770735,0.03251393897937327,Green
Moirai-1.1,GDAXI,Full proxy,4379,1878,518,512,0.20191734258051858,0.0026189098706347457,1360,11,0.008088235294117648,0.46360455996430994,0.6717798596495438,0.6988265750711246,0.5371781287089483,0.17952721501995939,0.0003569024038282945,0.031002490642115053,Green
Lag-Llama,GDAXI,Contiguous,4379,1878,0,512,0.18248327021824995,0.011119647333617318,1878,17,0.009052183173588925,0.6748220592484246,0.5772160219516096,0.7839695426431239,0.17601320130608356,0.3107570148056027,0.00049848033937966,0.03659411655683721,Green
Lag-Llama,GDAXI,Logarithmic,4379,1878,6,512,0.18248327021824995,0.011119647333617318,1872,17,0.009081196581196582,0.6848607201501906,0.5766005134362411,0.7880181855224014,0.1647054935539427,0.31176272907893576,0.0004989345265501944,0.03661051942994486,Green
Lag-Llama,GDAXI,Full proxy,4379,1878,518,512,0.18248327021824995,0.011119647333617318,1360,6,0.004411764705882353,0.019872101381965532,0.8175600616821385,0.06468957418093757,5.423095210782842,0.05321525202447219,0.00037754528751512327,0.035193069707721826,Green
GJR-GARCH,GDAXI,Contiguous,4563,1956,0,250,0.4769497603536583,0.0038014219938672916,1956,31,0.015848670756646217,0.016594583306539082,0.5166175500001475,0.045973224902363795,5.738751597865829,0.42064064073400687,0.00040089897566013863,0.028870796864782874,Green
GJR-GARCH,GDAXI,Logarithmic,4563,1956,13,250,0.4769497603536583,0.0038014219938672916,1943,31,0.0159547092125579,0.015190774907990184,0.5201183414471975,0.04268394516826914,5.894206202187487,0.41365863946344916,0.00040169224607157733,0.02886934162106043,Green
GJR-GARCH,GDAXI,Full proxy,4563,1956,263,250,0.4769497603536583,0.0038014219938672916,1693,27,0.01594802126402835,0.023582139882414505,0.450081984739478,0.057973147956513184,5.125105294319031,0.5704453894903736,0.0004168262328154052,0.029486698641775173,Green
GJR-GARCH-t,GDAXI,Contiguous,4563,1956,0,250,0.47852962230184715,0.0018935021822101827,1956,30,0.015337423312883436,0.027822540622138174,0.48294352038710464,0.06955624597535608,4.839030003279699,0.49220911492881214,0.0004001682257273935,0.02981624524805763,Green
GJR-GARCH-t,GDAXI,Logarithmic,4563,1956,13,250,0.47852962230184715,0.0018935021822101827,1943,30,0.01544004117344313,0.025628116312870854,0.48625450192779185,0.06503239709719799,4.980935832186709,0.48480360056322525,0.0004010490734628391,0.029830362355312907,Green
GJR-GARCH-t,GDAXI,Full proxy,4563,1956,263,250,0.47852962230184715,0.0018935021822101827,1693,26,0.01535735380980508,0.040005375956094456,0.4156390529351477,0.08714911457558162,4.217656572422655,0.6626127612634036,0.000417086779798005,0.030552170063980165,Green
GARCH-N,GDAXI,Contiguous,4563,1956,0,250,0.5378434574357285,0.0043951969354318575,1956,28,0.014314928425357873,0.07163999574707336,0.06441535599545373,0.03570502893854067,3.2450387669478076,3.4198887000352443,0.00042315179785165787,0.029496348023820645,Green
GARCH-N,GDAXI,Logarithmic,4563,1956,15,250,0.5378434574357285,0.0043951969354318575,1941,28,0.014425553838227717,0.06608184277719514,0.06541146618062814,0.03383823302520988,3.3777591769508675,3.3945687453980895,0.000424082964560502,0.029490254377784873,Green
GARCH-N,GDAXI,Full proxy,4563,1956,265,250,0.5378434574357285,0.0043951969354318575,1691,25,0.01478415138971023,0.06489319031825064,0.05397419190345888,0.02842193510909653,3.4076909573406446,3.7134971805342047,0.0004402397635555536,0.030092645584788,Green
Hist-Sim,GDAXI,Contiguous,4563,1956,0,250,0.4691729176503254,0.0027969278978324102,1956,22,0.011247443762781187,0.5866980557835046,5.890310413347114e-05,0.00027014206075066347,0.29553050508485335,16.13759466772791,0.0005078663789780777,0.03515401100139441,Green
Hist-Sim,GDAXI,Logarithmic,4563,1956,13,250,0.4691729176503254,0.0027969278978324102,1943,22,0.011322696860524962,0.5660718259694173,6.051596100029554e-05,0.0002725012570341228,0.32929955645672315,16.086435105347988,0.0005095062839141823,0.03520768969879661,Green
Hist-Sim,GDAXI,Full proxy,4563,1956,263,250,0.4691729176503254,0.0027969278978324102,1693,21,0.012404016538688719,0.33795557853528063,6.985571176168604e-05,0.0002325368069180455,0.9181713348955771,15.814752737387494,0.000539026803827165,0.03628343881575701,Green
EWMA,GDAXI,Contiguous,4563,1956,0,600,0.5189250130022952,0.003726330822296049,1956,30,0.015337423312883436,0.027822540622138174,0.48294352038710464,0.06955624597535608,4.839030003279699,0.49220911492881214,0.0004518087733701364,0.029219481769318458,Green
EWMA,GDAXI,Logarithmic,4563,1956,15,600,0.5189250130022952,0.003726330822296049,1941,30,0.015455950540958269,0.02530329584031171,0.48676755249073744,0.06435529085762016,5.00300871532297,0.483663541297517,0.00045274184162025303,0.02918929262202856,Green
EWMA,GDAXI,Full proxy,4563,1956,615,600,0.5189250130022952,0.003726330822296049,1341,17,0.01267710663683818,0.34414032528653393,0.2095861304320079,0.29094683074695815,0.8949466440494671,1.5742828373791724,0.0003650989116778032,0.02694515101769333,Green
Moirai-1.1,GLD,Contiguous,3476,1490,0,512,0.09539366068159454,0.0035025168441501133,1490,16,0.010738255033557046,0.7771608771414533,0.5554766928077284,0.8074704764055739,0.08010078457294956,0.3475967879881807,0.00046045439726403824,0.030986497416638798,Green
Moirai-1.1,GLD,Logarithmic,3476,1490,4,512,0.09539366068159454,0.0035025168441501133,1486,16,0.010767160161507403,0.7690837245959158,0.5549388869645884,0.8046367102580234,0.08618547922749409,0.34854331083494117,0.00046026994161981665,0.030940480806634852,Green
Moirai-1.1,GLD,Full proxy,3476,1490,516,512,0.09539366068159454,0.0035025168441501133,974,11,0.011293634496919919,0.6909688107429854,0.61597544911971,0.8148089143363698,0.15803857467749172,0.2515647336595208,0.0005091470441271736,0.031060126315961945,Green
Lag-Llama,GLD,Contiguous,3476,1490,0,512,0.11340293513314201,0.008594590549568966,1490,21,0.014093959731543624,0.13465228841727567,0.4382584955291834,0.2418506692929456,2.2380316925981614,0.6008379320584822,0.0004676572679958251,0.0319472313424777,Green
Lag-Llama,GLD,Logarithmic,3476,1490,5,512,0.11340293513314201,0.008594590549568966,1485,21,0.014141414141414142,0.13107629956319244,0.43747690300439523,0.23661965960134648,2.279710959879953,0.6028915176110274,0.00046797846418691896,0.031938374361702264,Green
Lag-Llama,GLD,Full proxy,3476,1490,517,512,0.11340293513314201,0.008594590549568966,973,17,0.017471736896197326,0.03415380217057916,0.43657523803612,0.07838460136732016,4.486987993714676,0.6052675703814998,0.0005137189088345538,0.03259341644599885,Yellow
GJR-GARCH,GLD,Contiguous,3659,1569,0,250,0.4084910549100762,0.004357036505982983,1569,19,0.012109623964308477,0.4162621105629035,0.2265768305505219,0.34592500285824057,0.6608440766764732,1.462222487651701,0.0004166240893114583,0.027923731502861822,Green
GJR-GARCH,GLD,Logarithmic,3659,1569,11,250,0.4084910549100762,0.004357036505982983,1558,19,0.012195121951219513,0.3998675953794467,0.2283467027048804,0.339620224477061,0.7087244309787826,1.4511301140188664,0.00041756787457130235,0.027920952431291536,Green
GJR-GARCH,GLD,Full proxy,3659,1569,261,250,0.4084910549100762,0.004357036505982983,1308,15,0.011467889908256881,0.6021109160975856,0.16174622648185727,0.32797301330368783,0.27182387703849864,1.9578240239535774,0.0004098330934333076,0.02792873895583723,Green
GJR-GARCH-t,GLD,Contiguous,3659,1569,0,250,0.44879190184471845,0.0030563348672879957,1569,19,0.012109623964308477,0.4162621105629035,0.2265768305505219,0.34592500285824057,0.6608440766764732,1.462222487651701,0.0003997529006873461,0.028919888686977126,Green
GJR-GARCH-t,GLD,Logarithmic,3659,1569,12,250,0.44879190184471845,0.0030563348672879957,1557,19,0.012202954399486191,0.3983928340742585,0.2285088736344611,0.3390372179762874,0.7131718719247333,1.4501189082497206,0.00040065528109078024,0.02892349776330594,Green
GJR-GARCH-t,GLD,Full proxy,3659,1569,262,250,0.44879190184471845,0.0030563348672879957,1307,15,0.011476664116296864,0.600129659559447,0.1494644640206844,0.3084319121734066,0.2748003855825365,2.077707946575117,0.00039072684286107524,0.028798809587568048,Green
GARCH-N,GLD,Contiguous,3659,1569,0,250,0.4137942939644109,0.0047088183763510615,1569,17,0.010834926704907584,0.7429421607200848,0.5415523332176684,0.7865382686362862,0.10755754129981376,0.3726702602747878,0.0004165987109394601,0.02902940267498356,Green
GARCH-N,GLD,Logarithmic,3659,1569,11,250,0.4137942939644109,0.0047088183763510615,1558,17,0.010911424903722721,0.7215966480334921,0.5401119589722989,0.7779055528757319,0.12696802055328327,0.37533229845664096,0.0004174609812178078,0.029026296430746643,Green
GARCH-N,GLD,Full proxy,3659,1569,261,250,0.4137942939644109,0.0047088183763510615,1308,13,0.009938837920489297,0.9822453600856913,0.6092901133476494,0.8773470868105451,0.0004952395329393955,0.2612099582113103,0.00040563914802209004,0.02895462279307563,Green
Hist-Sim,GLD,Contiguous,3659,1569,0,250,0.4586170284294769,0.0044801891046381825,1569,10,0.006373486297004461,0.1219537346921221,0.720127489171152,0.28359460679134596,2.392048416750699,0.12837058617080288,0.00043728559203985376,0.03192954469878643,Green
Hist-Sim,GLD,Logarithmic,3659,1569,12,250,0.4586170284294769,0.0044801891046381825,1557,10,0.006422607578676943,0.12896780118264098,0.7190892512800553,0.29607983438037316,2.3048852923717043,0.12936700818625013,0.0004378822130015279,0.031896846708600594,Green
Hist-Sim,GLD,Full proxy,3659,1569,262,250,0.4586170284294769,0.0044801891046381825,1307,8,0.00612088752869166,0.12889256036447233,0.7534994211871617,0.3005314171041867,2.305792086584745,0.0986138754956869,0.0004259793474521378,0.030385490138535733,Green
EWMA,GLD,Contiguous,3659,1569,0,600,0.444901105859139,0.00418085633016196,1569,17,0.010834926704907584,0.7429421607200848,0.5415523332176684,0.7865382686362862,0.10755754129981376,0.3726702602747878,0.000424088191983092,0.02896282372704924,Green
EWMA,GLD,Logarithmic,3659,1569,12,600,0.444901105859139,0.00418085633016196,1557,17,0.010918432883750802,0.719661556822011,0.5399803463055135,0.7770918675613483,0.1288172148584774,0.37557618900922307,0.00042503833782414483,0.028952784729879798,Green
EWMA,GLD,Full proxy,3659,1569,612,600,0.444901105859139,0.00418085633016196,957,8,0.008359456635318705,0.5996437011073792,0.7132801368349877,0.8144207484889703,0.27553361332148185,0.1350226996498094,0.0004536367794308679,0.030900912897508813,Green
Moirai-1.1,HSI,Contiguous,4238,1817,0,512,0.22483402086080215,0.004164222877199926,1817,11,0.006053935057787562,0.06814047907792334,0.7142459870776148,0.17716667716748669,3.3272557691370803,0.1340728520576988,0.000554844193041709,0.04178204449523292,Green
Moirai-1.1,HSI,Logarithmic,4238,1817,7,512,0.22483402086080215,0.004164222877199926,1810,11,0.0060773480662983425,0.07048332670090973,0.7137147333908678,0.18210685838473234,3.271728427484165,0.13459483295386576,0.0005557840220999683,0.041820159925039825,Green
Moirai-1.1,HSI,Full proxy,4238,1817,519,512,0.22483402086080215,0.004164222877199926,1298,5,0.003852080123266564,0.010972684904895802,0.8440446121904125,0.03861101241469028,6.469735707964624,0.038699787001519326,0.0005863913018924953,0.043851350770163965,Green
Lag-Llama,HSI,Contiguous,4238,1817,0,512,0.26123724820311234,0.009144033120657815,1817,19,0.010456796917996699,0.8459808507562696,0.526167181553971,0.8027110487581546,0.03773270688726971,0.4017882320063393,0.0005772215717590751,0.04198779812377038,Green
Lag-Llama,HSI,Logarithmic,4238,1817,7,512,0.26123724820311234,0.009144033120657815,1810,19,0.010497237569060774,0.8329637245002576,0.5253593361926179,0.7993794044273309,0.044479663849675166,0.40335952980129264,0.0005784438035966462,0.042046295328910466,Green
Lag-Llama,HSI,Full proxy,4238,1817,519,512,0.26123724820311234,0.009144033120657815,1298,9,0.006933744221879815,0.23993397337236894,0.7228509696694738,0.470772820599335,1.3809818499534883,0.12577742106705614,0.0005940604294944301,0.04387989146840545,Green
GJR-GARCH,HSI,Contiguous,4421,1896,0,250,0.4701643634705739,0.004796309990335874,1896,17,0.008966244725738396,0.6451819395042546,0.5790466388685485,0.7711259373718872,0.2120287204126119,0.3077784313134089,0.0005060102087004712,0.03672398733596027,Green
GJR-GARCH,HSI,Logarithmic,4421,1896,13,250,0.4701643634705739,0.004796309990335874,1883,17,0.009028146574614976,0.6665165264095445,0.5777269098152338,0.7805051900063189,0.18570391594121638,0.30992386297290864,0.0005072817939339823,0.03674195786354886,Green
GJR-GARCH,HSI,Full proxy,4421,1896,263,250,0.4701643634705739,0.004796309990335874,1633,15,0.009185548071034905,0.7373351447821181,0.5978195182937621,0.8225138919183909,0.11248268636255787,0.2782971268671588,0.0005342318137146958,0.03793201968959279,Green
GJR-GARCH-t,HSI,Contiguous,4421,1896,0,250,0.4739814434192302,0.0024478045441099494,1896,17,0.008966244725738396,0.6451819395042546,0.5790466388685485,0.7711259373718872,0.2120287204126119,0.3077784313134089,0.0005005931980617818,0.03622244566297,Green
GJR-GARCH-t,HSI,Logarithmic,4421,1896,13,250,0.4739814434192302,0.0024478045441099494,1883,17,0.009028146574614976,0.6665165264095445,0.5777269098152338,0.7805051900063189,0.18570391594121638,0.30992386297290864,0.0005018629993350583,0.03624051505002182,Green
GJR-GARCH-t,HSI,Full proxy,4421,1896,263,250,0.4739814434192302,0.0024478045441099494,1633,15,0.009185548071034905,0.7373351447821181,0.5978195182937621,0.8225138919183909,0.11248268636255787,0.2782971268671588,0.000528778552829805,0.03747385622415789,Green
GARCH-N,HSI,Contiguous,4421,1896,0,250,0.5422286343831964,0.005592825233431398,1896,18,0.00949367088607595,0.8231671876720457,0.16225279247949956,0.3673199591299526,0.0499403006194048,1.953103674385261,0.000521804983592849,0.038534599229606746,Green
GARCH-N,HSI,Logarithmic,4421,1896,16,250,0.5422286343831964,0.005592825233431398,1880,18,0.009574468085106383,0.85184778709148,0.16380013075157931,0.37275490273948936,0.034879785085751625,1.9387885599832089,0.0005232276883710312,0.038562054290677814,Green
GARCH-N,HSI,Full proxy,4421,1896,266,250,0.5422286343831964,0.005592825233431398,1630,17,0.010429447852760737,0.8626179772934903,0.1685690496879408,0.38182861360986287,0.029943726191479225,1.89562312685473,0.0005543643154482926,0.039882071583721784,Green
Hist-Sim,HSI,Contiguous,4421,1896,0,250,0.5103762779278196,0.00345447585696345,1896,19,0.010021097046413503,0.9926361307756667,0.01315886841431274,0.046242537607121464,8.518131546775276e-05,6.147625172838673,0.0005397833753489243,0.036877263504736905,Green
Hist-Sim,HSI,Logarithmic,4421,1896,14,250,0.5103762779278196,0.00345447585696345,1882,19,0.010095642933049946,0.9667894100128003,0.013364076854102241,0.04684086717509222,0.0017335005340192167,6.120264953196454,0.0005413532490256361,0.03689225088933159,Green
Hist-Sim,HSI,Full proxy,4421,1896,264,250,0.5103762779278196,0.00345447585696345,1632,19,0.011642156862745098,0.5158125803399867,0.017984666912595967,0.04929414619081304,0.4222578206851697,5.597642066327893,0.000574214404495952,0.03761698577197282,Green
EWMA,HSI,Contiguous,4421,1896,0,600,0.5315796789735621,0.004970558599874594,1896,16,0.008438818565400843,0.48263806326710945,0.006140748905797956,0.01830258503872304,0.49289653632276487,7.508529404005742,0.0005001150189980761,0.03774784003353981,Green
EWMA,HSI,Logarithmic,4421,1896,15,600,0.5315796789735621,0.004970558599874594,1881,16,0.008506113769271665,0.503934604109826,0.00624434261554314,0.019015099691930704,0.4466406170020365,7.478403172619949,0.0005013432122322757,0.0377698501346163,Green
EWMA,HSI,Full proxy,4421,1896,615,600,0.5315796789735621,0.004970558599874594,1281,10,0.0078064012490242,0.4118682931121366,0.0016283309449102194,0.004989501803054446,0.6734012234024567,9.927437203137956,0.0005508828555373127,0.039985647410891854,Green
Moirai-1.1,IBGL,Contiguous,2939,1260,0,512,0.019792254618229456,0.0018867539764772755,1260,9,0.007142857142857143,0.28273853150732475,0.7188459705312249,0.5263756038689534,1.153879370790321,0.12960111976718736,0.00028230367067407115,0.025724602231732844,Green
Moirai-1.1,IBGL,Logarithmic,2939,1260,3,512,0.019792254618229456,0.0018867539764772755,1257,9,0.007159904534606206,0.2863634840122522,0.7185223474920328,0.5308497050795825,1.1366397620101543,0.1299129161605066,0.0002824657773731447,0.025730668556719,Green
Moirai-1.1,IBGL,Full proxy,2939,1260,515,512,0.019792254618229456,0.0018867539764772755,745,3,0.004026845637583893,0.06252211844924495,0.8761453357268791,0.17434169398968785,3.4691847293823477,0.02429156433650803,0.00024501294709674735,0.023771362511598323,Green
Lag-Llama,IBGL,Contiguous,2939,1260,0,512,0.0021778409203671214,0.005161581977397935,1260,10,0.007936507936507936,0.44506812897138226,0.6890370289878021,0.6895917987830247,0.5831810915436222,0.16012981329518539,0.000278820551431293,0.024687179075208354,Green
Lag-Llama,IBGL,Logarithmic,2939,1260,2,512,0.0021778409203671214,0.005161581977397935,1258,10,0.00794912559618442,0.4483270730001948,0.6888007933870978,0.6923717568593106,0.5748778505665078,0.16038664287547988,0.0002790198246664595,0.024698066606824543,Green
Lag-Llama,IBGL,Full proxy,2939,1260,514,512,0.0021778409203671214,0.005161581977397935,746,1,0.0013404825737265416,0.0027637351832969794,0.9586501331571824,0.011333873028126974,8.957230675225702,0.002688172852371551,0.00023261840427438754,0.022862342915842337,Green
GJR-GARCH,IBGL,Contiguous,3122,1339,0,250,0.25909579086981177,0.004222414017023758,1339,3,0.0022404779686333084,0.0005656204833578541,0.9075598168327187,0.0026067112868562834,11.885848633623942,0.013483157415521418,0.0002398864473803015,0.023919037123935297,Green
GJR-GARCH,IBGL,Logarithmic,3122,1339,7,250,0.25909579086981177,0.004222414017023758,1332,3,0.0022522522522522522,0.0005997902502595038,0.907317602492087,0.0027529251224299722,11.776628275059494,0.013554228395918244,0.0002403914519882946,0.02394400262856939,Green
GJR-GARCH,IBGL,Full proxy,3122,1339,257,250,0.25909579086981177,0.004222414017023758,1082,2,0.0018484288354898336,0.0009312854958117943,0.9313819994685856,0.004155089779983744,10.959428209700864,0.007414276720169255,0.00024871437465346025,0.024681543815186707,Green
GJR-GARCH-t,IBGL,Contiguous,3122,1339,0,250,0.304277119322894,0.0026159959858605107,1339,8,0.00597460791635549,0.10954171861709322,0.03564194182703268,0.0305776051287419,2.560820491535109,4.414154301466581,0.00023539627339974942,0.02260995736701573,Green
GJR-GARCH-t,IBGL,Logarithmic,3122,1339,8,250,0.304277119322894,0.0026159959858605107,1331,8,0.006010518407212622,0.11412252210093426,0.03588414819984827,0.03176491726455704,2.496183991437295,4.402601666317167,0.00023592693574131393,0.022632013535067025,Green
GJR-GARCH-t,IBGL,Full proxy,3122,1339,258,250,0.304277119322894,0.0026159959858605107,1081,6,0.005550416281221091,0.10842421404433998,0.02256620480290274,0.020459325842567842,2.577040419444409,5.201592518600876,0.00024165183273244995,0.02332358455630397,Green
GARCH-N,IBGL,Contiguous,3122,1339,0,250,0.25443276438295404,0.003539003507322334,1339,6,0.004480955937266617,0.022741581284733716,0.017744662160037634,0.00449558127423682,5.188137083506163,5.621183523858505,0.00023690655737359576,0.02329416416836933,Green
GARCH-N,IBGL,Logarithmic,3122,1339,7,250,0.25443276438295404,0.003539003507322334,1332,6,0.0045045045045045045,0.023781848957371773,0.01784922500616475,0.004697712710191725,5.110472032670856,5.610887059585721,0.00023743182466071008,0.02331943808229372,Green
GARCH-N,IBGL,Full proxy,3122,1339,257,250,0.25443276438295404,0.003539003507322334,1082,4,0.0036968576709796672,0.01674872781044547,0.008197967734596677,0.0017361039520088883,5.722514488545214,6.989709080149332,0.0002455976145540877,0.02404578254334844,Green
Hist-Sim,IBGL,Contiguous,3122,1339,0,250,0.36762999035657595,0.0016175538564103496,1339,14,0.010455563853622106,0.8679165799723042,0.5863516582188864,0.8505536714842503,0.027657501567488252,0.2960780251039523,0.00023631910816785084,0.020815603381356417,Green
Hist-Sim,IBGL,Logarithmic,3122,1339,9,250,0.36762999035657595,0.0016175538564103496,1330,14,0.010526315789473684,0.8483135754730395,0.5850731820328958,0.8459081702133855,0.036584451293945275,0.2981044909350601,0.00023681130252860703,0.02082303172158384,Green
Hist-Sim,IBGL,Full proxy,3122,1339,259,250,0.36762999035657595,0.0016175538564103496,1080,9,0.008333333333333333,0.5708630529574599,0.6971975686486811,0.7895263122855436,0.3212405816624284,0.15140365445297732,0.00023423848866579444,0.021465299921301306,Green
EWMA,IBGL,Contiguous,3122,1339,0,600,0.4522801169218264,0.0038927794574633474,1339,7,0.005227781926811053,0.05343120551359889,0.786124167500432,0.1492690222918323,3.730380974666728,0.07362918991171341,0.0002317768255831646,0.022850979122092857,Green
EWMA,IBGL,Logarithmic,3122,1339,12,600,0.4522801169218264,0.0038927794574633474,1327,7,0.0052750565184626974,0.057242226578861785,0.7851772108462212,0.15803824643652536,3.6155373584724178,0.07429905991652674,0.00023244943488319323,0.022901032052390885,Green
EWMA,IBGL,Full proxy,3122,1339,612,600,0.4522801169218264,0.0038927794574633474,727,3,0.0041265474552957355,0.07123117640389237,0.8746256425787252,0.19404645869211104,3.2544190045874197,0.024896337001884206,0.00020739948181223834,0.019973956771282157,Green
Moirai-1.1,ICLN,Contiguous,2842,1219,0,512,0.08466917851814657,0.005968859020210323,1219,5,0.004101722723543888,0.01889754352887316,0.8391134101290693,0.062281176439661606,5.510971853192366,0.04122023214569026,0.0006192123666722412,0.05318526381731471,Green
Moirai-1.1,ICLN,Logarithmic,2842,1219,4,512,0.08466917851814657,0.005968859020210323,1215,5,0.00411522633744856,0.019417663436125953,0.8388511229836871,0.06377266626178188,5.463504607002639,0.041356610861001286,0.0006194848829373281,0.05318479529730269,Green
Moirai-1.1,ICLN,Full proxy,2842,1219,516,512,0.08466917851814657,0.005968859020210323,703,5,0.007112375533428165,0.41711567757480283,0.7888248347045589,0.6941397176539101,0.6584274061871946,0.07173662675292292,0.0006590924954292167,0.0499572232646546,Green
Lag-Llama,ICLN,Contiguous,2842,1219,0,512,0.08410067644774176,0.010417942441513776,1219,10,0.008203445447087777,0.5152678010408984,0.6840839677220079,0.7449338959788387,0.4233547846381813,0.16556480489998648,0.000588240335840164,0.05082743418228296,Green
Lag-Llama,ICLN,Logarithmic,2842,1219,4,512,0.08410067644774176,0.010417942441513776,1215,10,0.00823045267489712,0.5224982816914928,0.6835879860401929,0.7501088123970335,0.4089591328451845,0.16611486671338582,0.0005886643338325261,0.05084454798626817,Green
Lag-Llama,ICLN,Full proxy,2842,1219,516,512,0.08410067644774176,0.010417942441513776,703,7,0.00995732574679943,0.9909204800359175,0.7072794104941532,0.9318629370165853,0.0001294983990736548,0.14100957839760042,0.0006033109338075875,0.046838969555150926,Green
GJR-GARCH,ICLN,Contiguous,3026,1297,0,250,0.42251835577493213,0.005827330095895582,1297,10,0.007710100231303007,0.387813600448507,0.6933126945365644,0.6372110036075846,0.7457863021302709,0.15552256268570375,0.00055372715911283,0.045560864732988156,Green
GJR-GARCH,ICLN,Logarithmic,3026,1297,11,250,0.42251835577493213,0.005827330095895582,1286,10,0.007776049766718507,0.4042365878696925,0.692059993164875,0.652936179786185,0.6956874233261274,0.1568643533677232,0.0005552946698337011,0.04558725061969469,Green
